"job_id","salary_year_avg","job_title","company_name","skills"
1640252,"85000.0","Data Analyst","Get It Recruit - Information Technology","tableau"
1215316,"85000.0","Data Analyst & Dashboard Developer","Impact Genome","tableau"
1215316,"85000.0","Data Analyst & Dashboard Developer","Impact Genome","terminal"
1762396,"85000.0","Data Analyst & Dashboard Developer","Impact Genome","tableau"
1762396,"85000.0","Data Analyst & Dashboard Developer","Impact Genome","terminal"
1782272,"85000.0","Marketing Data Analyst","FocusKPI Inc.","sql"
1782272,"85000.0","Marketing Data Analyst","FocusKPI Inc.","python"
1782272,"85000.0","Marketing Data Analyst","FocusKPI Inc.","excel"
1782272,"85000.0","Marketing Data Analyst","FocusKPI Inc.","powerpoint"
1458260,"85000.0","Data Analyst / Software Developer","QSE7, LLC","vba"
1458260,"85000.0","Data Analyst / Software Developer","QSE7, LLC","excel"
1458260,"85000.0","Data Analyst / Software Developer","QSE7, LLC","tableau"
1458260,"85000.0","Data Analyst / Software Developer","QSE7, LLC","power bi"
1458260,"85000.0","Data Analyst / Software Developer","QSE7, LLC","sharepoint"
196337,"85000.0","Predictive Data Analyst","SimioCloud","sql"
196337,"85000.0","Predictive Data Analyst","SimioCloud","python"
196337,"85000.0","Predictive Data Analyst","SimioCloud","r"
196337,"85000.0","Predictive Data Analyst","SimioCloud","alteryx"
710614,"85000.0","Data Mining Analyst","Envision Staffing Solutions","excel"
710614,"85000.0","Data Mining Analyst","Envision Staffing Solutions","word"
710614,"85000.0","Data Mining Analyst","Envision Staffing Solutions","spreadsheet"
710614,"85000.0","Data Mining Analyst","Envision Staffing Solutions","powerpoint"
1766497,"84950.0","Healthcare Data Analyst","Get It Recruit - Healthcare","sql"
1766497,"84950.0","Healthcare Data Analyst","Get It Recruit - Healthcare","db2"
1766497,"84950.0","Healthcare Data Analyst","Get It Recruit - Healthcare","tableau"
1766497,"84950.0","Healthcare Data Analyst","Get It Recruit - Healthcare","alteryx"
1813745,"84500.0","Data Platform Analyst","Get It Recruit - Information Technology","sql"
1813745,"84500.0","Data Platform Analyst","Get It Recruit - Information Technology","python"
1813745,"84500.0","Data Platform Analyst","Get It Recruit - Information Technology","r"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","sql"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","python"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","r"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","sas"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","javascript"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","excel"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","tableau"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","looker"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","sas"
444259,"84500.0","Data Analyst","Get It Recruit - Information Technology","spss"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","sql"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","python"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","r"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","sas"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","javascript"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","excel"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","tableau"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","looker"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","sas"
367476,"84500.0","Data Analyst","Get It Recruit - Information Technology","spss"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","sql"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","sql server"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","azure"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","aws"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","redshift"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","snowflake"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","tableau"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","looker"
398669,"84500.0","Experienced Data Analyst","Get It Recruit - Information Technology","ssis"
104800,"84500.0","Financial Data Analyst","Get It Recruit - Information Technology","excel"
496663,"84500.0","Data Analyst","Get It Recruit - Information Technology","windows"
496663,"84500.0","Data Analyst","Get It Recruit - Information Technology","sharepoint"
496663,"84500.0","Data Analyst","Get It Recruit - Information Technology","webex"
1736157,"84500.0","Asset Verification Data Analyst","Get It Recruit - Information Technology","excel"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","sql"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","python"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","r"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","sql server"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","excel"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","tableau"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","power bi"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","looker"
1540216,"84500.0","Marketing Data Analyst","Get It Recruit - Information Technology","sheets"
547661,"84500.0","Data Analyst","Get It Recruit - Information Technology","sql"
547661,"84500.0","Data Analyst","Get It Recruit - Information Technology","jenkins"
133854,"84500.0","Pricing Data Analyst","Get It Recruit - Finance","excel"
133854,"84500.0","Pricing Data Analyst","Get It Recruit - Finance","sap"
858421,"84000.0","Data Analyst Intern","Get It Recruit - Information Technology","sql"
858421,"84000.0","Data Analyst Intern","Get It Recruit - Information Technology","python"
858421,"84000.0","Data Analyst Intern","Get It Recruit - Information Technology","r"
858421,"84000.0","Data Analyst Intern","Get It Recruit - Information Technology","sas"
858421,"84000.0","Data Analyst Intern","Get It Recruit - Information Technology","tableau"
858421,"84000.0","Data Analyst Intern","Get It Recruit - Information Technology","sas"
23358,"84000.0","Data Analyst","Get It Recruit - Information Technology","sql"
23358,"84000.0","Data Analyst","Get It Recruit - Information Technology","azure"
23358,"84000.0","Data Analyst","Get It Recruit - Information Technology","power bi"
23358,"84000.0","Data Analyst","Get It Recruit - Information Technology","dax"
1683817,"84000.0","Data Analyst","Get It Recruit - Information Technology","arch"
1683817,"84000.0","Data Analyst","Get It Recruit - Information Technology","word"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","sql"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","sas"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","javascript"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","excel"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","tableau"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","looker"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","sas"
1551217,"84000.0","Data Analyst","Get It Recruit - Information Technology","spss"
1544793,"84000.0","Early Career Data Analyst","Get It Recruit - Information Technology","sql"
1544793,"84000.0","Early Career Data Analyst","Get It Recruit - Information Technology","python"
1544793,"84000.0","Early Career Data Analyst","Get It Recruit - Information Technology","nosql"
1544793,"84000.0","Early Career Data Analyst","Get It Recruit - Information Technology","r"
1544793,"84000.0","Early Career Data Analyst","Get It Recruit - Information Technology","tableau"
1761702,"84000.0","Business Data Analyst","Get It Recruit - Information Technology","tableau"
1156181,"84000.0","Remote Data Analyst","Get It Recruit - Information Technology","sql"
1156181,"84000.0","Remote Data Analyst","Get It Recruit - Information Technology","sql server"
1156181,"84000.0","Remote Data Analyst","Get It Recruit - Information Technology","tableau"
1156181,"84000.0","Remote Data Analyst","Get It Recruit - Information Technology","ssrs"
918810,"84000.0","Healthcare Data Analyst","Get It Recruit - Information Technology","excel"
918810,"84000.0","Healthcare Data Analyst","Get It Recruit - Information Technology","powerpoint"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","sql"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","python"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","r"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","sql server"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","bigquery"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","excel"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","tableau"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","power bi"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","looker"
122796,"84000.0","Marketing Data Analyst","Get It Recruit - Information Technology","sheets"
894665,"84000.0","Data Analyst","Get It Recruit - Information Technology","sql"
894665,"84000.0","Data Analyst","Get It Recruit - Information Technology","excel"
894665,"84000.0","Data Analyst","Get It Recruit - Information Technology","tableau"
894665,"84000.0","Data Analyst","Get It Recruit - Information Technology","flow"
1155449,"84000.0","Data Analyst- Early Career Quality Engineer","Get It Recruit - Information Technology","sql"
1155449,"84000.0","Data Analyst- Early Career Quality Engineer","Get It Recruit - Information Technology","python"
1155449,"84000.0","Data Analyst- Early Career Quality Engineer","Get It Recruit - Information Technology","java"
1155449,"84000.0","Data Analyst- Early Career Quality Engineer","Get It Recruit - Information Technology","javascript"
1155449,"84000.0","Data Analyst- Early Career Quality Engineer","Get It Recruit - Information Technology","html"
1155449,"84000.0","Data Analyst- Early Career Quality Engineer","Get It Recruit - Information Technology","c#"
1155449,"84000.0","Data Analyst- Early Career Quality Engineer","Get It Recruit - Information Technology","tableau"
1558833,"84000.0","Data Analyst","Get It Recruit - Information Technology","sql"
1558833,"84000.0","Data Analyst","Get It Recruit - Information Technology","python"
1558833,"84000.0","Data Analyst","Get It Recruit - Information Technology","r"
1632454,"83500.0","Data Analyst","Insight Global","sql"
1632454,"83500.0","Data Analyst","Insight Global","excel"
1128758,"83500.0","Data Analyst with PowerBI expertise","Get It Recruit - Information Technology","sql"
1128758,"83500.0","Data Analyst with PowerBI expertise","Get It Recruit - Information Technology","python"
1128758,"83500.0","Data Analyst with PowerBI expertise","Get It Recruit - Information Technology","excel"
309335,"83500.0","Data Analyst","Get It Recruit - Information Technology","looker"
1366794,"83500.0","Data Analyst","Get It Recruit - Information Technology","r"
1366794,"83500.0","Data Analyst","Get It Recruit - Information Technology","tableau"
1618469,"83500.0","Data Quality Analyst","Get It Recruit - Information Technology","sql"
1618469,"83500.0","Data Quality Analyst","Get It Recruit - Information Technology","python"
1618469,"83500.0","Data Quality Analyst","Get It Recruit - Information Technology","aws"
197120,"83500.0","Accountant/Data Analyst","Robert Half","go"
197120,"83500.0","Accountant/Data Analyst","Robert Half","excel"
1153109,"83500.0","Data Analyst","Get It Recruit - Information Technology","javascript"
1153109,"83500.0","Data Analyst","Get It Recruit - Information Technology","node.js"
457003,"83200.0","Data Analyst - Part Time (Greater NYC Area, NY or Remote)","Memorial Sloan Kettering Cancer Center","sql"
457003,"83200.0","Data Analyst - Part Time (Greater NYC Area, NY or Remote)","Memorial Sloan Kettering Cancer Center","go"
373211,"83000.0","Data Governance Project Data Analyst","Get It Recruit - Information Technology","sql"
373211,"83000.0","Data Governance Project Data Analyst","Get It Recruit - Information Technology","python"
1005824,"83000.0","Budget Data Analyst (Power BI/Excel/VBA expert)","General Dynamics Information Technology","sql"
1005824,"83000.0","Budget Data Analyst (Power BI/Excel/VBA expert)","General Dynamics Information Technology","vba"
1005824,"83000.0","Budget Data Analyst (Power BI/Excel/VBA expert)","General Dynamics Information Technology","excel"
1005824,"83000.0","Budget Data Analyst (Power BI/Excel/VBA expert)","General Dynamics Information Technology","power bi"
1005824,"83000.0","Budget Data Analyst (Power BI/Excel/VBA expert)","General Dynamics Information Technology","word"
1005824,"83000.0","Budget Data Analyst (Power BI/Excel/VBA expert)","General Dynamics Information Technology","flow"
1656466,"83000.0","Data Analyst","Get It Recruit - Information Technology","sql"
1656466,"83000.0","Data Analyst","Get It Recruit - Information Technology","python"
1656466,"83000.0","Data Analyst","Get It Recruit - Information Technology","redshift"
1656466,"83000.0","Data Analyst","Get It Recruit - Information Technology","snowflake"
1656466,"83000.0","Data Analyst","Get It Recruit - Information Technology","pandas"
1656466,"83000.0","Data Analyst","Get It Recruit - Information Technology","matplotlib"
1656466,"83000.0","Data Analyst","Get It Recruit - Information Technology","qlik"
604141,"83000.0","Data Analyst","Alameda Health Consortium/Community Health Center Network","sql"
604141,"83000.0","Data Analyst","Alameda Health Consortium/Community Health Center Network","sas"
604141,"83000.0","Data Analyst","Alameda Health Consortium/Community Health Center Network","excel"
604141,"83000.0","Data Analyst","Alameda Health Consortium/Community Health Center Network","tableau"
604141,"83000.0","Data Analyst","Alameda Health Consortium/Community Health Center Network","sas"
672574,"82500.0","Data Analyst","Emotive","sql"
672574,"82500.0","Data Analyst","Emotive","python"
672574,"82500.0","Data Analyst","Emotive","tableau"
672574,"82500.0","Data Analyst","Emotive","looker"
1795056,"82500.0","Clinical Research Data Programmer Analyst","Vitalief Inc.","r"
1795056,"82500.0","Clinical Research Data Programmer Analyst","Vitalief Inc.","sas"
1795056,"82500.0","Clinical Research Data Programmer Analyst","Vitalief Inc.","excel"
1795056,"82500.0","Clinical Research Data Programmer Analyst","Vitalief Inc.","sas"
1795056,"82500.0","Clinical Research Data Programmer Analyst","Vitalief Inc.","ms access"
863059,"82500.0","Accounting / Data Analyst","Confidential","oracle"
863059,"82500.0","Accounting / Data Analyst","Confidential","sap"
838391,"82500.0","Data Insight Analyst","Get It Recruit - Information Technology","sql"
838391,"82500.0","Data Insight Analyst","Get It Recruit - Information Technology","excel"
838391,"82500.0","Data Insight Analyst","Get It Recruit - Information Technology","tableau"
1758551,"82500.0","Healthcare Data Analyst - Remote in RI","Complete HR Solutions","sql"
934891,"82500.0","Data Analysts- Capital Markets Team","CyberCoders","sql"
934891,"82500.0","Data Analysts- Capital Markets Team","CyberCoders","excel"
934891,"82500.0","Data Analysts- Capital Markets Team","CyberCoders","word"
103900,"82500.0","Data Analyst","Get It Recruit - Information Technology","sql"
103900,"82500.0","Data Analyst","Get It Recruit - Information Technology","tableau"
103900,"82500.0","Data Analyst","Get It Recruit - Information Technology","power bi"
103900,"82500.0","Data Analyst","Get It Recruit - Information Technology","looker"
1269187,"82500.0","Data Analyst with PowerBI Dashboards Experience","Get It Recruit - Information Technology","sql"
1269187,"82500.0","Data Analyst with PowerBI Dashboards Experience","Get It Recruit - Information Technology","python"
1269187,"82500.0","Data Analyst with PowerBI Dashboards Experience","Get It Recruit - Information Technology","excel"
1621876,"82500.0","Data Analyst (Tableau)","Customer Value Partners","python"
1621876,"82500.0","Data Analyst (Tableau)","Customer Value Partners","plotly"
1621876,"82500.0","Data Analyst (Tableau)","Customer Value Partners","excel"
1621876,"82500.0","Data Analyst (Tableau)","Customer Value Partners","tableau"
1621876,"82500.0","Data Analyst (Tableau)","Customer Value Partners","power bi"
95123,"82500.0","Data Analyst","Get It Recruit - Information Technology","sql"
95123,"82500.0","Data Analyst","Get It Recruit - Information Technology","excel"
95123,"82500.0","Data Analyst","Get It Recruit - Information Technology","sheets"
427343,"82500.0","Data Delivery Analyst","Get It Recruit - Information Technology","sql"
427343,"82500.0","Data Delivery Analyst","Get It Recruit - Information Technology","python"
427343,"82500.0","Data Delivery Analyst","Get It Recruit - Information Technology","r"
1727059,"82500.0","Technical/Data Analyst","Get It Recruit - Information Technology","sql"
1727059,"82500.0","Technical/Data Analyst","Get It Recruit - Information Technology","python"
1727059,"82500.0","Technical/Data Analyst","Get It Recruit - Information Technology","c#"
1727059,"82500.0","Technical/Data Analyst","Get It Recruit - Information Technology","vba"
1727059,"82500.0","Technical/Data Analyst","Get It Recruit - Information Technology","excel"
1715658,"82500.0","Data Analyst","Get It Recruit - Information Technology","sas"
1715658,"82500.0","Data Analyst","Get It Recruit - Information Technology","excel"
1715658,"82500.0","Data Analyst","Get It Recruit - Information Technology","sas"
1715658,"82500.0","Data Analyst","Get It Recruit - Information Technology","spss"
879043,"82350.5","SQL Data Analyst - Healthcare","Village Care","sql"
879043,"82350.5","SQL Data Analyst - Healthcare","Village Care","python"
879043,"82350.5","SQL Data Analyst - Healthcare","Village Care","r"
879043,"82350.5","SQL Data Analyst - Healthcare","Village Care","excel"
879043,"82350.5","SQL Data Analyst - Healthcare","Village Care","tableau"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","sql"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","python"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","r"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","go"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","redshift"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","snowflake"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","tableau"
5174,"82000.0","Data Analyst - Ad Tech and Google Ad Manager Experience (Remote)","Get It Recruit - Information Technology","looker"
318830,"82000.0","Business Data Analyst II","Get It Recruit - Information Technology","sql"
318830,"82000.0","Business Data Analyst II","Get It Recruit - Information Technology","tableau"
463381,"82000.0","Data Analyst (Junior/Mid/Senior) - Remote - Defense Manpower Data...","Get It Recruit - Information Technology","sql"
463381,"82000.0","Data Analyst (Junior/Mid/Senior) - Remote - Defense Manpower Data...","Get It Recruit - Information Technology","t-sql"
463381,"82000.0","Data Analyst (Junior/Mid/Senior) - Remote - Defense Manpower Data...","Get It Recruit - Information Technology","oracle"
1296038,"82000.0","Data Analyst","Get It Recruit - Information Technology","sql"
1296038,"82000.0","Data Analyst","Get It Recruit - Information Technology","python"
1296038,"82000.0","Data Analyst","Get It Recruit - Information Technology","r"
1296038,"82000.0","Data Analyst","Get It Recruit - Information Technology","excel"
1296038,"82000.0","Data Analyst","Get It Recruit - Information Technology","tableau"
288466,"82000.0","Research Data Analyst I","Get It Recruit - Information Technology","sql"
288466,"82000.0","Research Data Analyst I","Get It Recruit - Information Technology","excel"
288466,"82000.0","Research Data Analyst I","Get It Recruit - Information Technology","tableau"
1115037,"82000.0","Data Analyst","Get It Recruit - Information Technology","sql"
1115037,"82000.0","Data Analyst","Get It Recruit - Information Technology","excel"
1115037,"82000.0","Data Analyst","Get It Recruit - Information Technology","power bi"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","sql"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","sql server"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","arch"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","excel"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","tableau"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","power bi"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","word"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","ssrs"
223644,"81500.0","Pharmacy Data Analyst","Get It Recruit - Information Technology","outlook"
1638787,"81500.0","Lead Data Analyst - Looker Studio Expert","Get It Recruit - Information Technology","sql"
1638787,"81500.0","Lead Data Analyst - Looker Studio Expert","Get It Recruit - Information Technology","looker"
1436603,"81047.0","Data Analyst, Mortgage Enforcement Unit, Remote Opportunity","New York State Office of the Attorney General","r"
1436603,"81047.0","Data Analyst, Mortgage Enforcement Unit, Remote Opportunity","New York State Office of the Attorney General","excel"
606788,"81000.0","Data Analytics and Reporting Analyst","Get It Recruit - Information Technology","sql"
606788,"81000.0","Data Analytics and Reporting Analyst","Get It Recruit - Information Technology","sql server"
606788,"81000.0","Data Analytics and Reporting Analyst","Get It Recruit - Information Technology","snowflake"
606788,"81000.0","Data Analytics and Reporting Analyst","Get It Recruit - Information Technology","tableau"
606788,"81000.0","Data Analytics and Reporting Analyst","Get It Recruit - Information Technology","ssrs"
143947,"81000.0","Data Analyst","Get It Recruit - Information Technology","sql"
143947,"81000.0","Data Analyst","Get It Recruit - Information Technology","python"
143947,"81000.0","Data Analyst","Get It Recruit - Information Technology","scala"
143947,"81000.0","Data Analyst","Get It Recruit - Information Technology","r"
143947,"81000.0","Data Analyst","Get It Recruit - Information Technology","matlab"
143947,"81000.0","Data Analyst","Get It Recruit - Information Technology","excel"
413083,"81000.0","Data Analyst","Get It Recruit - Information Technology","sql"
413083,"81000.0","Data Analyst","Get It Recruit - Information Technology","python"
413083,"81000.0","Data Analyst","Get It Recruit - Information Technology","tableau"
980665,"81000.0","Data Analyst","Get It Recruit - Information Technology","sql"
980665,"81000.0","Data Analyst","Get It Recruit - Information Technology","python"
980665,"81000.0","Data Analyst","Get It Recruit - Information Technology","tableau"
1025744,"80740.0","Research Data Analyst-","InsideHigherEd","python"
1025744,"80740.0","Research Data Analyst-","InsideHigherEd","r"
1025744,"80740.0","Research Data Analyst-","InsideHigherEd","sas"
1025744,"80740.0","Research Data Analyst-","InsideHigherEd","sas"
1025744,"80740.0","Research Data Analyst-","InsideHigherEd","zoom"
670376,"80500.0","Data Analyst","Get It Recruit - Finance","sql"
670376,"80500.0","Data Analyst","Get It Recruit - Finance","excel"
